installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,state,zip_code,utility_service_territory,third_party_owned,installer_name,tracking,ground_mounted,azimuth_1,tilt_1,module_manufacturer_1,module_model_1,module_quantity_1,technology_module_1,efficiency_module_1,inverter_manufacturer_1,inverter_model_1,output_capacity_inverter_1,inverter_loading_ratio,battery_rated_capacity_kWh,price_per_watt
20-08-2014,6.867,34335,2904,RES_SF,CA,92253,imperial irrigation district,,Hot Purple Energy,0,,180,10,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 7.5 [240v],7.5,,,5
20-08-2014,9.945,24950,4180,RES_SF,CA,92253,imperial irrigation district,,Argent Solar Electric,0,,193,18,Renesola America,JC255M-24/Bxh,,Multi-c-Si,0.15674174,SMA America,sb8000us-12 [240v],7.6,,,2.508798391
26-08-2014,3.64,15215.2,1354,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,271,19,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
26-08-2014,11.445,53219,4547,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,100,15,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,Fronius USA,ig plus a 10.0 [240v],10,,,4.649978156
26-08-2014,3.64,15215.2,1550,RES_SF,CA,92273,imperial irrigation district,,Sungevity,0,,180,17,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
26-08-2014,3.57,14922.6,1572,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,177,19,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
26-08-2014,3.5,13790,1507,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,179,19,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-M250MG(BK),,Multi-c-Si,0.15460396,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
26-08-2014,3.5,14630,1333,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,89,14,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,SMA America,sb3000tl-us-22 [240v],3.05,,,4.18
26-08-2014,3.57,14922.6,1515,RES_SF,CA,92251,imperial irrigation district,,Sungevity,0,,181,19,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
28-08-2014,5.1,13000,1889,RES_SF,CA,92253,imperial irrigation district,,Md Energy,0,,270,15,EcoSolargy,ECO255S156P-60,,Multi-c-Si,0.15802194,Fronius USA,ig plus a 5.0 [240v],5,,,2.549019608
03-09-2014,3.43,13514.2,1404,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,180,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
03-09-2014,3.43,13514.2,1502,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,178,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
04-09-2014,6.54,34662,2525,RES_SF,CA,92253,imperial irrigation district,,Revco Solar,0,,90,19,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,Fronius USA,ig plus a 3.0 [240v],3,,,5.3
10-09-2014,9.81,45780,4334,RES_SF,CA,92201,imperial irrigation district,,Revco Solar,0,,180,19,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SunPower,spr-10001f [240v],9.995,,,4.666666667
10-09-2014,11.772,56859,4927,RES_SF,CA,92253,imperial irrigation district,,Revco Solar,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SMA America,sb6000us-12 [240v],6,,,4.830020387
10-09-2014,11.445,61959,4811,RES_SF,CA,92211,imperial irrigation district,,Revco Solar,0,,230,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 10.0 [240v],10,,,5.413630406
10-09-2014,14.388,66500,5623,RES_SF,CA,92253,imperial irrigation district,,Revco Solar,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 6.0 [240v],6,,,4.621907145
11-09-2014,3.64,15215.2,1468,RES_SF,CA,92274,imperial irrigation district,,Sungevity,0,,237,15,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,SMA America,sb3000tl-us-22 [240v],3.05,,,4.18
11-09-2014,5.865,24515.7,2301,RES_SF,CA,92274,imperial irrigation district,,Sungevity,0,,239,13,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-5000-outd-us-a [240v],5,,,4.18
11-09-2014,3.5,14630,1497,RES,CA,92275,imperial irrigation district,,Sungevity,0,,195,17,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,SMA America,sb3000tl-us-22 [240v],3.05,,,4.18
11-09-2014,3.64,15215.2,1289,RES_SF,CA,92250,imperial irrigation district,,Sungevity,0,,180,27,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
17-09-2014,3.43,13514.2,1255,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,267,12,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
17-09-2014,3.43,13514.2,1500,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
17-09-2014,6.12,17073,2631,RES_SF,CA,92227,imperial irrigation district,,Alesa Electric,0,,180,30,"CSI Solar Co., Ltd.",CS6P-255P,,Multi-c-Si,0.1646452,SMA America,sb6000us [240v],6,,,2.789705882
17-09-2014,3.64,14341.6,1525,RES_SF,CA,92281,imperial irrigation district,,Sungevity,0,,178,12,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
18-09-2014,15.696,80050,24759,RES_SF,CA,92270,imperial irrigation district,,Renova Energy,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.100025484
18-09-2014,9,43200,3254,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,292,20,Trina Solar,TSM-250PA05.18,,Multi-c-Si,0.15447785,Power-One,pvi-3.6-outd-s-us-a [240v],3.6,,,4.8
24-09-2014,3.57,14922.6,1569,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,171,19,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
24-09-2014,3.43,13514.2,1492,RES_SF,CA,92250,imperial irrigation district,,Sungevity,0,,180,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3800tl-us-22 [240v],3.85,,,3.94
24-09-2014,3.43,13514.2,1326,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,91,15,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
24-09-2014,3.43,13514.2,1317,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,270,16,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
24-09-2014,7.245,36225,3185,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,180,14,SunPower,SPR-X21-345,,Mono-c-Si,0.21156377,SunPower,spr-6501f [240v],6.5,,,5
01-10-2014,3.43,13514.2,1301,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,271,19,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
01-10-2014,3.43,13514.2,1455,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,180,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
01-10-2014,3.924,19910,1666,RES_SF,CA,92243,imperial irrigation district,,Semper Solaris,0,,180,18,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SMA America,sb3800tl-us-22 [240v],3.85,,,5.073904179
01-10-2014,3.43,13514.2,1480,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,179,20,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
01-10-2014,3.43,13514.2,1505,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,179,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
01-10-2014,3.185,12548.9,1275,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,180,14,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,ABB,pvi-3.0-outd-s-us-a [240v],3,,,3.94
02-10-2014,9.156,45139,3534,RES_SF,CA,92201,imperial irrigation district,,Revco Solar,0,,90,19,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,Fronius USA,ig plus a 3.8 [240v],3.8,,,4.929991263
02-10-2014,14.388,76055,5631,RES_SF,CA,92201,imperial irrigation district,,Revco Solar,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-6501f [240v],6.5,,,5.286002224
08-10-2014,3.64,15215.2,1544,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,18,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
08-10-2014,3.64,15215.2,1361,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,270,14,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
08-10-2014,3.5,13790,1306,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,269,18,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
08-10-2014,3.5,16485,1532,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,181,19,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.71
08-10-2014,3.5,14630,1457,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,181,18,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
08-10-2014,3.5,14630,1496,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,18,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
14-10-2014,9.156,47380,3937,RES_SF,CA,92211,imperial irrigation district,,Revco Solar,0,,216,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 5.0 [240v],5,,,5.174748799
15-10-2014,3.43,13514.2,1404,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,19,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
15-10-2014,3.43,13514.2,1501,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,19,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
15-10-2014,3.43,13514.2,1305,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,270,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
15-10-2014,2.86,11268.4,1029,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,271,18,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
15-10-2014,3.43,13514.2,1299,RES_SF,CA,92273,imperial irrigation district,,Sungevity,0,,269,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
16-10-2014,8.71,50041,3682,RES_SF,CA,92203,imperial irrigation district,,Revco Solar,0,,90,19,Maxeon Solar Technologies Ltd.,SPR-X21-335-BLK,,Mono-c-Si,0.20552148,Fronius USA,ig plus a 3.8 [240v],3.8,,,5.745235362
21-10-2014,9,39275.52,3936,RES_SF,CA,92203,imperial irrigation district,,Sos Energy,0,,180,18,AXITEC,AC-300P/156-72S,,Multi-c-Si,0.15492795,SMA America,sb5000tl-us-22 [240v],5.05,,,4.363946667
21-10-2014,9.625,34224,4092,RES_SF,CA,92253,imperial irrigation district,,Tiger Electric,0,,180,15,-1,-1,,-1,,ABB,pvi-5000-outd-us [240v],5,,,3.55574026
29-10-2014,3.5,14630,1382,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,180,12,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
29-10-2014,3.43,13514.2,1305,RES_SF,CA,92251,imperial irrigation district,,Sungevity,0,,271,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
29-10-2014,3.5,13790,1347,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,270,14,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
30-10-2014,11.34,31580,4588,RES_SF,CA,92201,imperial irrigation district,,Solar Distributors,0,,160,12,-1,-1,,-1,,SunPower,spr-5000m [240v],5,,,2.784832451
30-10-2014,5,25500,1876,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,270,18,Trina Solar,TSM-250PA05.18,,Multi-c-Si,0.15447785,Power-One,pvi-5000-outd-us [240v],5,,,5.1
04-11-2014,15.81,80631,5851,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,24,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,SolarEdge Technologies Ltd.,se6000 [240v],5.99,,,5.1
05-11-2014,3.43,13514.2,1415,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,181,11,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1314,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,269,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1516,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,20,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1387,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,179,19,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1198,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,270,20,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1310,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,270,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1267,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,271,14,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
05-11-2014,3.43,13514.2,1516,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,20,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
13-11-2014,11.22,57222,4381,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,180,18,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,Power-One,pvi-4.2-outd-s-us [240v],4.2,,,5.1
13-11-2014,3.64,11741,1587,RES_SF,CA,92251,imperial irrigation district,,Sungevity,0,,180,18,LG Electronics Inc.,LG260S1C-G3,,Mono-c-Si,0.16376922,SMA America,sb3000tl-us-22 [240v],3.05,,,3.225549451
13-11-2014,9.69,49419,3843,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,90,10,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,SolarEdge Technologies Ltd.,se3800 [240v],3.79,,,5.1
13-11-2014,3,11820,1320,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,19,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
19-11-2014,13.68,45500,6056,RES_SF,CA,92210,imperial irrigation district,,Planet Solar,0,,180,15,"CSI Solar Co., Ltd.",CS6X-285P,,Multi-c-Si,0.1539019,ABB,pvi-10.0-i-outd-x-us-208-y,10,,,3.326023392
20-11-2014,9,31870,3732,RES_SF,CA,92203,imperial irrigation district,,Petersendean,0,,176,15,American Solar Wholesale,ASW-250P,,Multi-c-Si,0.12923503,Enphase Energy Inc.,m215-60-2ll-s2x-ig,0.215,,,3.541111111
03-12-2014,11.25,41063,4757,RES_SF,CA,92276,imperial irrigation district,,Solarmax,0,,190,15,SMX Capital,SMX250P,,Multi-c-Si,0.15397881,SMA America,sb5000tl-us-22 [240v],5.05,,,3.650044444
03-12-2014,2.5,9850,970,RES_SF,CA,92253,imperial irrigation district,,Sungevity,0,,90,14,Trina Solar,TSM-250PA05.05,,Multi-c-Si,0.15447785,ABB,pvi-3.0-outd-s-us-a [240v],3,,,3.94
03-12-2014,9.5,29126.92,3708,RES_SF,CA,92253,imperial irrigation district,,Helio Power,0,,180,15,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-M250MG,,Multi-c-Si,0.15460396,SolarEdge Technologies Ltd.,se3800 [240v],3.79,,,3.065991579
04-12-2014,15.3,78030,5962,RES_SF,CA,92211,imperial irrigation district,,Tesla,0,,265,22,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,SolarEdge Technologies Ltd.,se6000 [240v],5.99,,,5.1
04-12-2014,8.67,44217,3359,RES_SF,CA,92211,imperial irrigation district,,Revco Solar,0,,258,22,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,Power-One,pvi-3.6-outd-s-us [240v],3.6,,,5.1
04-12-2014,12.426,64251,5291,RES_SF,CA,92247,imperial irrigation district,,Revco Solar,0,,165,9,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 10.0 [240v],10,,,5.170690488
09-12-2014,6.76,22096.21,2655,RES_SF,CA,92251,imperial irrigation district,,Yuma Solar,0,,180,5,REC Solar,REC260PE2,,Multi-c-Si,0.16394684,SMA America,sb6000us [240v],6,,,3.268670118
09-12-2014,3.43,13514.2,1497,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,181,17,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
10-12-2014,11.22,57222,3894,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,23,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,SolarEdge Technologies Ltd.,se3000 [240v],3.01,,,5.1
10-12-2014,5.5,17021.58,2438,RES_SF,CA,92253,imperial irrigation district,,Sundogca,0,,180,30,-1,-1,,-1,,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,3.094832727
12-12-2014,9.9,42075,4210,RES_SF,CA,92243,imperial irrigation district,,Green Solar Technologies,0,,180,30,SolarWorld Industries GmbH,Sunmodule Protect SW 275 mono black,,Mono-c-Si,0.16401508,Enphase Energy Inc.,m250-60-2ll-s2x (-zc) (-na) [240v],0.24,,,4.25
17-12-2014,9.81,45720,3765,RES_SF,CA,92211,imperial irrigation district,,Revco Solar,0,,270,18,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 5.0 [240v],5,,,4.660550459
17-12-2014,6.21,31661,2311,RES_SF,CA,92201,imperial irrigation district,,Revco Solar,0,,180,19,-1,-1,,-1,,SolarEdge Technologies Ltd.,se5000 [240v],4.99,,,5.098389694
22-12-2014,4.59,23409,2016,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,179,20,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,ABB,pvi-3.6-outd-s-us-z-a [240v],3.6,,,5.1
22-12-2014,8.67,44217,3490,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,169,18,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,Power-One,pvi-5000-outd-us-a [240v],5,,,5.1
22-12-2014,15.25,50500,5622,RES_SF,CA,92253,imperial irrigation district,,Verengo,0,,270,14,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-M250MG,,Multi-c-Si,0.15460396,Enphase Energy Inc.,m215-60-2ll-s2x-ig,0.215,,,3.31147541
24-12-2014,1.04,7671.67,391,RES_SF,CA,92227,imperial irrigation district,,Yuma Solar,0,,270,20,REC Solar,REC260PE2,,Multi-c-Si,0.16394684,Enphase Energy Inc.,m250-60-2ll-s2x (-zc) (-na) [240v],0.24,,,7.376605769
24-12-2014,3.43,13514.2,1323,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,270,14,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
24-12-2014,3.43,13514.2,1272,RES_SF,CA,92251,imperial irrigation district,,Sungevity,0,,269,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
24-12-2014,3.43,13514.2,1444,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,180,18,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
24-12-2014,3.43,13514.2,1287,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,270,13,Trina Solar,TSM-245PA05.05,,Multi-c-Si,0.15138829,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
06-01-2015,9.81,56641,3925,RES_SF,CA,92203,imperial irrigation district,,Revco Solar,0,,180,18,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus a 10.0 [240v],10,,,5.773802243
08-01-2015,4.335,22108.5,1647,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,89,18,Trina Solar,TSM-255PA05.18,,Multi-c-Si,0.15756741,Power-One,pvi-3.6-outd-s-us [240v],3.6,,,5.1
